CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCABJ2200261,2024/01/05,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200262,2024/01/06,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200263,2024/01/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200264,2024/01/07,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200265,2024/01/07,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200266,2024/01/07,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200267,2024/01/08,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200268,2024/01/08,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200269,2024/01/10,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200270,2024/01/10,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200271,2024/01/11,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200272,2024/01/11,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200273,2024/01/11,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200274,2024/01/12,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200275,2024/01/12,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200276,2024/01/12,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200277,2024/01/12,Nurturing,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200278,2024/01/13,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200279,2024/01/15,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200280,2024/01/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200281,2024/01/22,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200282,2024/01/27,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200283,2024/01/27,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200284,2024/01/28,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200285,2024/01/31,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200286,2024/02/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200287,2024/02/01,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200288,2024/02/01,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200289,2024/02/01,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200290,2024/02/02,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200291,2024/02/02,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200292,2024/02/03,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200293,2024/02/04,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200294,2024/02/07,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200295,2024/02/16,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200296,2024/02/16,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200297,2024/02/16,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200298,2024/02/18,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200299,2024/02/19,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200300,2024/02/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200301,2024/02/19,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200302,2024/02/21,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200303,2024/02/22,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200304,2024/02/23,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200305,2024/02/24,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200306,2024/02/25,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200307,2024/02/25,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200308,2024/02/29,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200309,2024/03/01,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200310,2024/03/01,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200311,2024/03/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200312,2024/03/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200313,2024/03/03,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200314,2024/03/07,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200315,2024/03/07,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200316,2024/03/08,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200317,2024/03/08,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200318,2024/03/09,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200319,2024/03/09,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200320,2024/03/09,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200321,2024/03/09,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200322,2024/03/09,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200323,2024/03/10,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200324,2024/03/13,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200325,2024/03/17,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200326,2024/03/17,Committed to Pay,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200327,2024/03/17,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200328,2024/03/25,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200329,2024/03/27,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200330,2024/03/30,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200331,2024/03/30,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200332,2024/03/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200333,2024/03/31,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200334,2024/03/31,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200335,2024/04/02,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200336,2024/04/03,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200337,2024/04/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200338,2024/04/06,Prospecting,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200339,2024/04/07,Closed Won,NULL,NULL,Physical,Virtual,MG09,CP01,LC01
DMCABJ2200340,2024/04/09,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200341,2024/04/17,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200342,2024/04/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200343,2024/04/20,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200344,2024/04/21,Closed Won,NULL,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJ2200345,2024/04/24,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200346,2024/04/25,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200347,2024/04/29,Closed Lost,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200348,2024/04/30,Closed Lost,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200349,2024/05/02,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200350,2024/05/02,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200351,2024/05/03,Nurturing,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200352,2024/05/04,Prospecting,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200353,2024/05/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200354,2024/05/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200355,2024/05/07,Closed Won,NULL,NULL,Physical,Physical,MG01,CP01,LC01
DMCABJ2200356,2024/05/08,Prospecting,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200357,2024/05/09,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200358,2024/05/10,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200359,2024/05/11,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200360,2024/05/11,Prospecting,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200361,2024/05/12,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200362,2024/05/12,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200363,2024/05/13,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200364,2024/05/22,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200365,2024/05/23,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200366,2024/05/24,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200367,2024/05/25,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200368,2024/05/25,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200369,2024/05/26,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200370,2024/05/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200371,2024/05/28,Prospecting,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200372,2024/05/29,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200373,2024/05/29,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200374,2024/05/30,Nurturing,NULL,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200375,2024/05/31,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200376,2024/05/31,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200377,2024/06/01,Part Paid,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200378,2024/06/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200379,2024/06/03,Closed Lost,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200380,2024/06/03,Closed Won,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200381,2024/06/04,Prospecting,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200382,2024/06/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200383,2024/06/05,Prospecting,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200384,2024/06/05,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200385,2024/06/05,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200386,2024/06/05,Committed to Pay,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200387,2024/06/06,Prospecting,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200388,2024/06/11,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200389,2024/06/14,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200390,2024/06/15,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200391,2024/06/18,Closed Won,NULL,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200392,2024/06/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200393,2024/06/21,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200394,2024/06/22,Closed Won,NULL,NULL,Physical,Physical,MG01,CP01,LC01
DMCABJ2200395,2024/06/23,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200396,2024/06/23,Committed to Pay,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200397,2024/06/25,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200398,2024/06/25,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200399,2024/06/26,Closed Won,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200400,2024/06/28,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200401,2024/07/03,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200402,2024/07/05,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200403,2024/07/05,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200404,2024/07/06,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200405,2024/07/15,Prospecting,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200406,2024/07/16,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200407,2024/07/16,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200408,2024/07/16,Nurturing,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200409,2024/07/17,Closed Lost,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200410,2024/07/17,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200411,2024/07/22,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200412,2024/07/23,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200413,2024/07/23,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200414,2024/07/23,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200415,2024/07/24,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200416,2024/07/24,Closed Lost,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200417,2024/07/25,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200418,2024/07/26,Closed Lost,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200419,2024/07/27,Closed Won,NULL,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200420,2024/07/29,Closed Lost,NULL,NULL,Physical,Physical,MG02,CP01,LC01
DMCABJ2200421,2024/07/29,Closed Lost,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200422,2024/07/30,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200423,2024/07/31,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200424,2024/08/02,Part Paid,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200425,2024/08/03,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200426,2024/08/03,Closed Won,NULL,NULL,Midweek,Virtual,MG02,CP01,LC01
DMCABJ2200427,2024/08/04,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200428,2024/08/06,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200429,2024/08/07,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200430,2024/08/09,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200431,2024/08/09,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200432,2024/08/14,Committed to Pay,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200433,2024/08/14,Committed to Pay,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200434,2024/08/18,Closed Lost,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200435,2024/08/18,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200436,2024/08/18,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200437,2024/08/18,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200438,2024/08/19,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200439,2024/08/19,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200440,2024/08/19,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200441,2024/08/19,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200442,2024/08/19,Closed Won,NULL,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200443,2024/08/20,Nurturing,NULL,NULL,Midweek,Physical,MG12,CP01,LC01
DMCABJ2200444,2024/08/20,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200445,2024/08/21,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200446,2024/08/21,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200447,2024/08/21,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200448,2024/08/22,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200449,2024/08/23,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200450,2024/08/23,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200451,2024/08/23,Nurturing,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200452,2024/08/25,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200453,2024/08/26,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200454,2024/08/27,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200455,2024/08/28,Part Paid,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200456,2024/08/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200457,2024/08/29,Closed Won,NULL,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJ2200458,2024/08/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200459,2024/08/29,Nurturing,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200460,2024/08/30,Part Paid,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200461,2024/08/30,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200462,2024/08/31,Closed Won,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200463,2024/08/31,Closed Lost,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200464,2024/08/31,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200465,2024/08/31,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200466,2024/09/02,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200467,2024/09/03,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200468,2024/09/03,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200469,2024/09/04,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200470,2024/09/05,Closed Lost,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200471,2024/09/06,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200472,2024/09/07,Committed to Pay,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200473,2024/09/09,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200474,2024/09/10,Nurturing,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200475,2024/09/13,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200476,2024/09/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200477,2024/09/18,Closed Won,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200478,2024/09/18,Part Paid,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200479,2024/09/20,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200480,2024/09/21,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200481,2024/09/25,Closed Won,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200482,2024/09/26,Closed Won,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200483,2024/09/26,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200484,2024/09/27,Nurturing,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200485,2024/09/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200486,2024/09/29,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200487,2024/10/01,Part Paid,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200488,2024/10/02,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200489,2024/10/02,Closed Won,NULL,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJ2200490,2024/10/02,Nurturing,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200491,2024/10/03,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200492,2024/10/03,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200493,2024/10/03,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200494,2024/10/05,Closed Won,NULL,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200495,2024/10/05,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200496,2024/10/05,Part Paid,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200497,2024/10/05,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200498,2024/10/06,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200499,2024/10/07,Part Paid,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200500,2024/10/11,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200501,2024/10/14,Closed Lost,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200502,2024/10/18,Part Paid,NULL,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200503,2024/10/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200504,2024/10/19,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200505,2024/10/21,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200506,2024/10/21,Closed Won,NULL,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200507,2024/10/21,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200508,2024/10/22,Nurturing,NULL,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJMW22001,2022/11/07,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22002,2022/11/10,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22003,2022/11/11,Closed Lost,NULL,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW22004,2022/11/11,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22005,2022/11/16,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22006,2022/11/16,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22007,2022/11/17,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22008,2022/11/21,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22009,2022/11/28,Nurturing,NULL,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220010,2023/04/28,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220011,2023/04/28,Nurturing,NULL,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220012,2023/04/28,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220013,2023/04/29,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220014,2023/04/30,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220015,2023/05/01,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220016,2023/05/01,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220017,2023/05/02,Nurturing,NULL,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220018,2023/05/03,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220019,2023/05/03,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC01
